sample,noisy_mse,noisy_mae,noisy_psnr,noisy_ssim,stage_one_mse,stage_one_mae,stage_one_psnr,stage_one_ssim,stage_two_mse,stage_two_mae,stage_two_psnr,stage_two_ssim,stage_one_mse_vs_noisy_percent,stage_two_mse_vs_noisy_percent,stage_two_mse_vs_stage_one_percent,stage_one_mae_vs_noisy_percent,stage_two_mae_vs_noisy_percent,stage_two_mae_vs_stage_one_percent,stage_one_psnr_vs_noisy,stage_two_psnr_vs_noisy,stage_two_psnr_vs_stage_one,stage_one_ssim_vs_noisy,stage_two_ssim_vs_noisy,stage_two_ssim_vs_stage_one
tile_0031,0.03201532177090973,0.13803564333697219,14.946421289287319,0.04003070667386055,0.001807814248372535,0.0340680054528093,27.42846195017243,0.8545241355895996,0.0017603678284311766,0.035092284569297284,27.543965769771255,0.8544551730155945,94.35328415154277,94.5014832553371,2.6245185302677823,75.31941415331214,74.57737456721225,-3.00657201052408,12.482040660885112,12.597544480483936,0.11550381959882472,0.8144934289157391,0.8144244663417339,-6.896257400512695e-05
tile_0032,0.03252565930475416,0.14010673969975565,14.877738913992866,0.03895564749836922,0.0016846695027606616,0.03307739660832946,27.734852860125365,0.8521372675895691,0.0016759454007443987,0.034436751822264945,27.757401340002943,0.8520135879516602,94.82049084085922,94.84731305508254,0.5178524334872087,76.39128804280702,75.42105976053556,-4.109619720172228,12.857113946132499,12.879662426010077,0.02254847987757813,0.8131816200911999,0.8130579404532909,-0.00012367963790893555
tile_0033,0.03289258755316762,0.14202424232212252,14.829019606353178,0.03857587277889252,0.0013046126254413158,0.02987334713884593,28.845184228908245,0.8473227024078369,0.0013345764513821709,0.031208315490175664,28.74656542549092,0.847297191619873,96.03371846823381,95.94262248530931,-2.296760383621081,78.96602252516105,78.02606443807483,-4.468760548073314,14.016164622555067,13.917545819137743,-0.09861880341732387,0.8087468296289444,0.8087213188409805,-2.5510787963867188e-05
tile_0034,0.03288344080646762,0.14333771493217937,14.830227457220385,0.1383150815963745,0.0024276664290355503,0.03550426094191531,26.148109872761243,0.7999782562255859,0.002372222666817503,0.03544684665862974,26.24844548684028,0.7999536991119385,92.61735886057863,92.78596579725645,2.283829506184415,75.23034258030816,75.27039783255822,0.16171096584577144,11.317882415540858,11.418218029619894,0.1003356140790359,0.6616631746292114,0.661638617515564,-2.4557113647460938e-05
tile_0035,0.03392678986734842,0.14592166700796838,14.694572310961485,0.15604692697525024,0.002819150124742899,0.03786317344038063,25.498817965613725,0.7987887263298035,0.0028049728138344874,0.038297412952213485,25.520713436266725,0.7987709045410156,91.69048962260916,91.73227757532689,0.5028930805770613,74.05239796341347,73.75481397829552,-1.146865073305624,10.80424565465224,10.82614112530524,0.021895470652999904,0.6427417993545532,0.6427239775657654,-1.7821788787841797e-05
tile_0036,0.03381525170787642,0.14782318816698492,14.708873755036116,0.13722139596939087,0.0021579216916065903,0.03222287805870868,26.65964319393705,0.7957754135131836,0.0021686329352764134,0.032771894387224165,26.63813950832504,0.795635998249054,93.61849584841636,93.58682007157354,-0.4963685063960073,78.20174327297765,77.83034259130972,-1.7038090995943975,11.950769438900934,11.929265753288924,-0.02150368561201077,0.6585540175437927,0.6584146022796631,-0.00013941526412963867
tile_0037,0.03185411951364771,0.14183597853502347,14.96834394840267,0.304618239402771,0.004550877960851528,0.05172993063170376,23.419048106459698,0.6474762558937073,0.0044832821430911265,0.051413551555649896,23.484039291395934,0.6474608778953552,85.71337701266006,85.92558133283109,1.485335760305758,63.52834367837769,63.75140349671267,0.6115977195220975,8.450704158057029,8.515695342993265,0.06499118493623612,0.3428580164909363,0.34284263849258423,-1.537799835205078e-05
tile_0038,0.03368540141809174,0.1465066914378864,14.725582729328426,0.33855345845222473,0.004744130949990429,0.05175393632049937,23.238433318543017,0.7040335536003113,0.00473677210960611,0.05179570901628002,23.245175090700826,0.7037897109985352,85.91635916369857,85.93820494874053,0.15511461344325067,64.6746945053761,64.64618202217777,-0.08071404563695944,8.51285058921459,8.5195923613724,0.006741772157809578,0.36548009514808655,0.3652362525463104,-0.00024384260177612305
tile_0039,0.03343951295012798,0.14571648518865443,14.757400567297992,0.31888413429260254,0.0042772182815197565,0.0492244705512519,23.688385855999712,0.7178398966789246,0.004254584828083423,0.0491308790045745,23.711428129400275,0.7176088690757751,87.20908917573398,87.27677393379277,0.5291629266180877,66.21901050692888,66.28323903025363,0.19013215506289396,8.93098528870172,8.954027562102283,0.023042273400562863,0.398955762386322,0.3987247347831726,-0.00023102760314941406
tile_0040,0.029023096165277467,0.13270171839071146,15.372562591701834,0.21436958014965057,0.003173889130926125,0.041916275209845345,24.98408247923944,0.6284273266792297,0.0031170773899217076,0.041775330026264136,25.062524150479213,0.6285173296928406,89.06426415413497,89.26001081286805,1.7899724489695734,68.41316320680042,68.51937523275643,0.3362540752383071,9.611519887537606,9.689961558777378,0.07844167123977286,0.41405774652957916,0.41414774954319,9.000301361083984e-05
