sample,noisy_mse,noisy_mae,noisy_psnr,noisy_ssim,stage_one_mse,stage_one_mae,stage_one_psnr,stage_one_ssim,stage_two_mse,stage_two_mae,stage_two_psnr,stage_two_ssim,stage_one_mse_vs_noisy_percent,stage_two_mse_vs_noisy_percent,stage_two_mse_vs_stage_one_percent,stage_one_mae_vs_noisy_percent,stage_two_mae_vs_noisy_percent,stage_two_mae_vs_stage_one_percent,stage_one_psnr_vs_noisy,stage_two_psnr_vs_noisy,stage_two_psnr_vs_stage_one,stage_one_ssim_vs_noisy,stage_two_ssim_vs_noisy,stage_two_ssim_vs_stage_one
pexels-vazhnik-7562179.jpg,0.03191696711312789,0.1440225740846456,14.959783838818403,0.18813465535640717,0.0019380353650740763,0.03087798940244764,27.12638302250997,0.8253739476203918,0.0019342714689050528,0.030927810552313556,27.134825741135042,0.8252690434455872,93.92788369206629,93.93967646722467,0.194211944573035,78.56031278520277,78.52572018735304,-0.16134842595019339,12.166599183691567,12.17504190231664,0.008442718625072843,0.6372392922639847,0.63713438808918,-0.0001049041748046875
pexels-ron-lach-9770431.jpg,0.035992935706455814,0.1539766334300124,14.437827293649342,0.10554016381502151,0.0016357850175373354,0.026579386497174094,27.862737739117918,0.7958782315254211,0.0016555217756099732,0.027033109040209797,27.810651024594478,0.7958084940910339,95.4552609132021,95.40042582491255,-1.2065618562976848,82.73803894455497,82.44336920608329,-1.7070467111193213,13.424910445468576,13.372823730945136,-0.05208671452344049,0.6903380677103996,0.6902683302760124,-6.973743438720703e-05
pexels-arturoaez225-18734809.jpg,0.03462277664154567,0.1496580884599807,14.606381059653549,0.14325343072414398,0.0017845247149850957,0.02906514577683227,27.484774328541214,0.7967570424079895,0.0017886151465920093,0.029401483284755423,27.474830958170497,0.7964444160461426,94.84580704355251,94.83399276404147,-0.22921686500418015,80.57896764824413,80.35423037451295,-1.1571850026337989,12.878393268887665,12.868449898516948,-0.00994337037071702,0.6535036116838455,0.6531909853219986,-0.00031262636184692383
pexels-weickmann-32634318.jpg,0.03209239721172111,0.14101388961507622,14.93597841117709,0.1868530511856079,0.00281424597036172,0.04047154549511194,25.506379470923246,0.7550554871559143,0.002803863586291312,0.04081682946422108,25.522431195078326,0.7544179558753967,91.23080163879477,91.26315317676782,0.36892241046981317,71.29960346063314,71.05474533349995,-0.8531524182856758,10.570401059746157,10.586452783901237,0.01605172415507994,0.5682024359703064,0.5675649046897888,-0.0006375312805175781
pexels-ayudh-roy-745300027-35413589.jpg,0.030502711380053973,0.13479140348276777,15.156615545857159,0.3150041997432709,0.003109326345663237,0.04102143577417729,25.073336933049294,0.7635406851768494,0.0031178022324324203,0.041201593169537726,25.06151436320781,0.7613113522529602,89.80639357950173,89.77860625704514,-0.2725955987542143,69.56672702096938,69.43307057797267,-0.4391786683240544,9.916721387192135,9.90489881735065,-0.011822569841484665,0.4485364854335785,0.44630715250968933,-0.00222933292388916
pexels-cecilia-perez-lobo-2163254828-38795732.jpg,0.032035232842543886,0.14231765524413553,14.943721150663936,0.44351041316986084,0.005308664533357137,0.0560611940604632,22.75014717852485,0.7897396087646484,0.005243831957911931,0.05587573103803657,22.803512340149254,0.7895109057426453,83.4286688052192,83.6310477789069,1.2212596037634118,60.608405215576155,60.73872145926952,0.330822462016419,7.806426027860912,7.859791189485318,0.053365161624405744,0.3462291955947876,0.3460004925727844,-0.00022870302200317383
pexels-cruz-in-portugal-38544400.jpg,0.03614093919813736,0.15411696956415552,14.420005655750732,0.04408643767237663,0.0007995298985707294,0.019863115518900385,30.971652910903575,0.8094303011894226,0.000836450990630141,0.020582718880885094,30.77559500155777,0.8096569180488586,97.78774454590837,97.68558590565557,-4.617850079829808,87.11166228152975,86.64474201699318,-3.6228121479733795,16.551647255152844,16.35558934580704,-0.1960579093458037,0.765343863517046,0.765570480376482,0.00022661685943603516
pexels-dino-38638497.jpg,0.03578063149879603,0.1521449253871724,14.4635199875964,0.1603616625070572,0.002434683546961195,0.03713681200419724,26.135574791063366,0.7154105305671692,0.002399304841544378,0.03682184748459338,26.19914569627079,0.7150949835777283,93.19552661600419,93.29440330972048,1.453113093936755,75.59115960674143,75.7981757256178,0.8481194335374378,11.672054803466967,11.735625708674391,0.06357090520742403,0.555048868060112,0.5547333210706711,-0.00031554698944091797
pexels-shvets-production-8972277.jpg,0.03051583975934823,0.13900717800600063,15.154746742791422,0.20440518856048584,0.0022846948730541484,0.03565823652630467,26.411717928796136,0.7473484873771667,0.0022472062822565505,0.03538791839761585,26.483570596975696,0.7474018931388855,92.51308536461214,92.63593497679139,1.6408576584882733,74.34791710916872,74.5423805408896,0.7580804745894023,11.256971186004714,11.328823854184273,0.07185266817955949,0.5429432988166809,0.5429967045783997,5.340576171875e-05
pexels-ahmet-simsek-544065449-16974245.jpg,0.02853260653282664,0.1357469632917114,15.446585525239215,0.16786867380142212,0.002073518519201016,0.0318672713419464,26.832920814714637,0.7125544548034668,0.0019924041249169957,0.031376069892892836,27.006225678095422,0.7130431532859802,92.73281073421931,93.01709739478325,3.9119204160894467,76.52450517551122,76.88635595813093,1.5413978931010668,11.386335289475422,11.559640152856208,0.17330486338078543,0.5446857810020447,0.5451744794845581,0.0004886984825134277
